Time,Date,Day,Hum,Temp,Temp_feels,WE-mv,AUX-mv,LASER-V,NaN
15:20:49,12/7/2024,FRI,99.90,24.50,25.61,228.46,239.38,0.031,0.00718
15:20:49,12/7/2024,FRI,99.90,24.50,25.61,228.51,239.40,0.031,0.00738
15:20:49,12/7/2024,FRI,99.90,24.50,25.61,228.45,239.40,0.031,0.00715
15:20:49,12/7/2024,FRI,99.90,24.50,25.61,228.41,239.44,0.031,0.00690
15:20:50,12/7/2024,FRI,99.90,24.50,25.61,228.36,239.47,0.031,0.00665
15:20:50,12/7/2024,FRI,99.90,24.50,25.61,228.23,239.35,0.031,0.00619
15:20:50,12/7/2024,FRI,99.90,24.50,25.61,228.30,239.41,0.031,0.00642
15:20:50,12/7/2024,FRI,99.90,24.50,25.61,228.28,239.29,0.031,0.00647
15:20:51,12/7/2024,FRI,99.90,24.50,25.61,228.26,239.29,0.031,0.00638
15:20:51,12/7/2024,FRI,99.90,24.50,25.61,228.38,239.32,0.031,0.00688
15:20:51,12/7/2024,FRI,99.90,24.50,25.61,228.42,239.57,0.031,0.00681
15:20:51,12/7/2024,FRI,99.90,24.50,25.61,228.48,239.64,0.031,0.00702
15:20:52,12/7/2024,FRI,99.90,24.50,25.61,228.48,239.57,0.031,0.00709
15:20:52,12/7/2024,FRI,99.90,24.50,25.61,228.56,239.62,0.031,0.00737
15:20:52,12/7/2024,FRI,99.90,24.50,25.61,228.48,239.59,0.031,0.00707
15:20:52,12/7/2024,FRI,99.90,24.50,25.61,228.57,239.67,0.031,0.00741
15:20:53,12/7/2024,FRI,99.90,24.50,25.61,228.57,239.67,0.031,0.00739
15:20:53,12/7/2024,FRI,99.90,24.50,25.61,228.52,239.70,0.031,0.00712
15:20:53,12/7/2024,FRI,99.90,24.50,25.61,228.54,239.74,0.031,0.00718
15:20:53,12/7/2024,FRI,99.90,24.50,25.61,228.45,239.67,0.031,0.00683
15:20:54,12/7/2024,FRI,99.90,24.50,25.61,228.33,239.50,0.031,0.00646
15:20:54,12/7/2024,FRI,99.90,24.50,25.61,228.18,239.50,0.031,0.00581
15:20:54,12/7/2024,FRI,99.90,24.50,25.61,228.23,239.55,0.031,0.00596
15:20:55,12/7/2024,FRI,99.90,24.50,25.61,228.20,239.63,0.031,0.00575
15:20:55,12/7/2024,FRI,99.90,24.50,25.61,228.33,239.71,0.031,0.00625
15:20:55,12/7/2024,FRI,99.90,24.50,25.61,228.22,239.73,0.031,0.00573
15:20:55,12/7/2024,FRI,99.90,24.50,25.61,228.31,239.79,0.031,0.00607
15:20:56,12/7/2024,FRI,99.90,24.50,25.61,228.44,239.78,0.031,0.00667
15:20:56,12/7/2024,FRI,99.90,24.50,25.61,228.39,239.77,0.031,0.00645
15:20:56,12/7/2024,FRI,99.90,24.50,25.61,228.40,239.73,0.031,0.00655
15:20:57,12/7/2024,FRI,99.90,24.50,25.61,228.41,239.87,0.031,0.00647
15:20:57,12/7/2024,FRI,99.90,24.50,25.61,228.45,239.92,0.031,0.00657
15:20:57,12/7/2024,FRI,99.90,24.50,25.61,228.32,239.94,0.031,0.00597
15:20:58,12/7/2024,FRI,99.90,24.50,25.61,228.29,239.84,0.031,0.00597
15:20:58,12/7/2024,FRI,99.90,24.50,25.61,228.29,239.98,0.031,0.00579
15:20:58,12/7/2024,FRI,99.90,24.50,25.61,228.33,239.95,0.031,0.00603
15:20:58,12/7/2024,FRI,99.90,24.50,25.61,228.15,239.80,0.031,0.00538
15:20:59,12/7/2024,FRI,99.90,24.50,25.61,228.10,239.87,0.031,0.00508
15:20:59,12/7/2024,FRI,99.90,24.50,25.61,228.18,239.91,0.031,0.00539
15:20:59,12/7/2024,FRI,99.90,24.50,25.61,228.24,240.04,0.031,0.00552
15:20:59,12/7/2024,FRI,99.90,24.60,25.72,228.16,239.90,0.031,0.00531
15:21:0,12/7/2024,FRI,99.90,24.60,25.72,228.11,239.81,0.031,0.00517
15:21:0,12/7/2024,FRI,99.90,24.60,25.72,228.15,239.82,0.031,0.00537
15:21:0,12/7/2024,FRI,99.90,24.60,25.72,228.18,239.87,0.031,0.00542
15:21:0,12/7/2024,FRI,99.90,24.60,25.72,228.15,239.70,0.031,0.00544
15:21:1,12/7/2024,FRI,99.90,24.60,25.72,228.08,239.65,0.031,0.00520
15:21:1,12/7/2024,FRI,99.90,24.60,25.72,228.12,239.65,0.031,0.00537
15:21:1,12/7/2024,FRI,99.90,24.60,25.72,228.04,239.59,0.031,0.00509
15:21:1,12/7/2024,FRI,99.90,24.60,25.72,227.85,239.52,0.031,0.00433
15:21:2,12/7/2024,FRI,99.90,24.60,25.72,227.75,239.46,0.031,0.00393
15:21:2,12/7/2024,FRI,99.90,24.60,25.72,227.80,239.44,0.031,0.00414
15:21:2,12/7/2024,FRI,99.90,24.60,25.72,227.91,239.46,0.031,0.00462
15:21:2,12/7/2024,FRI,99.90,24.60,25.72,227.97,239.43,0.031,0.00492
15:21:3,12/7/2024,FRI,99.90,24.60,25.72,228.05,239.47,0.031,0.00526
15:21:3,12/7/2024,FRI,99.90,24.60,25.72,228.18,239.54,0.031,0.00579
15:21:3,12/7/2024,FRI,99.90,24.60,25.72,228.31,239.68,0.031,0.00619
15:21:3,12/7/2024,FRI,99.90,24.60,25.72,228.40,239.88,0.031,0.00638
15:21:4,12/7/2024,FRI,99.90,24.60,25.72,228.46,239.84,0.031,0.00672
15:21:4,12/7/2024,FRI,99.90,24.60,25.72,228.64,239.91,0.031,0.00746
15:21:4,12/7/2024,FRI,99.90,24.60,25.72,228.69,239.90,0.031,0.00768
15:21:4,12/7/2024,FRI,99.90,24.60,25.72,228.92,240.03,0.031,0.00858
15:21:5,12/7/2024,FRI,99.90,24.60,25.72,228.84,239.94,0.031,0.00830
15:21:5,12/7/2024,FRI,99.90,24.60,25.72,228.73,239.83,0.031,0.00795
15:21:5,12/7/2024,FRI,99.90,24.60,25.72,228.74,239.82,0.031,0.00799
15:21:5,12/7/2024,FRI,99.90,24.60,25.72,228.67,239.79,0.031,0.00772
15:21:6,12/7/2024,FRI,99.90,24.60,25.72,228.57,239.76,0.031,0.00730
15:21:6,12/7/2024,FRI,99.90,24.60,25.72,228.50,239.71,0.031,0.00703
15:21:6,12/7/2024,FRI,99.90,24.60,25.72,228.44,239.77,0.031,0.00669
15:21:6,12/7/2024,FRI,99.90,24.60,25.72,228.30,239.67,0.031,0.00620
15:21:7,12/7/2024,FRI,99.90,24.60,25.72,228.28,239.61,0.031,0.00613
15:21:7,12/7/2024,FRI,99.90,24.60,25.72,228.10,239.51,0.031,0.00545
15:21:7,12/7/2024,FRI,99.90,24.60,25.72,228.20,239.54,0.031,0.00587
15:21:7,12/7/2024,FRI,99.90,24.50,25.61,228.27,239.59,0.031,0.00612
15:21:8,12/7/2024,FRI,99.90,24.50,25.61,228.16,239.59,0.031,0.00564
15:21:8,12/7/2024,FRI,99.90,24.50,25.61,228.12,239.61,0.031,0.00541
15:21:8,12/7/2024,FRI,99.90,24.50,25.61,228.08,239.48,0.031,0.00539
15:21:8,12/7/2024,FRI,99.90,24.50,25.61,228.14,239.47,0.031,0.00566
15:21:9,12/7/2024,FRI,99.90,24.50,25.61,228.16,239.52,0.031,0.00571
15:21:9,12/7/2024,FRI,99.90,24.50,25.61,228.20,239.64,0.031,0.00577
15:21:9,12/7/2024,FRI,99.90,24.50,25.61,228.20,239.72,0.031,0.00566
15:21:9,12/7/2024,FRI,99.90,24.50,25.61,228.27,239.78,0.031,0.00592
15:21:10,12/7/2024,FRI,99.90,24.50,25.61,228.27,239.79,0.031,0.00591
15:21:10,12/7/2024,FRI,99.90,24.50,25.61,228.18,239.85,0.031,0.00545
15:21:10,12/7/2024,FRI,99.90,24.50,25.61,228.13,239.70,0.031,0.00538
15:21:10,12/7/2024,FRI,99.90,24.50,25.61,228.07,239.63,0.031,0.00516
15:21:11,12/7/2024,FRI,99.90,24.50,25.61,228.27,239.80,0.031,0.00591
15:21:11,12/7/2024,FRI,99.90,24.50,25.61,228.29,239.75,0.031,0.00604
15:21:11,12/7/2024,FRI,99.90,24.50,25.61,228.23,239.62,0.031,0.00589
15:21:11,12/7/2024,FRI,99.90,24.50,25.61,228.30,239.60,0.031,0.00624
15:21:12,12/7/2024,FRI,99.90,24.50,25.61,228.36,239.52,0.031,0.00658
15:21:12,12/7/2024,FRI,99.90,24.50,25.61,228.26,239.43,0.031,0.00624
15:21:12,12/7/2024,FRI,99.90,24.50,25.61,228.16,239.46,0.031,0.00577
15:21:12,12/7/2024,FRI,99.90,24.50,25.61,228.28,239.47,0.031,0.00629
15:21:13,12/7/2024,FRI,99.90,24.50,25.61,228.29,239.55,0.031,0.00625
15:21:13,12/7/2024,FRI,99.90,24.50,25.61,228.14,239.46,0.031,0.00568
15:21:13,12/7/2024,FRI,99.90,24.50,25.61,228.02,239.35,0.031,0.00525
15:21:13,12/7/2024,FRI,99.90,24.50,25.61,227.87,239.29,0.031,0.00462
15:21:14,12/7/2024,FRI,99.90,24.50,25.61,227.94,239.26,0.031,0.00496
15:21:14,12/7/2024,FRI,99.90,24.50,25.61,227.82,239.25,0.031,0.00445
15:21:14,12/7/2024,FRI,99.90,24.50,25.61,227.76,239.34,0.031,0.00407
15:21:14,12/7/2024,FRI,99.90,24.50,25.61,227.71,239.33,0.031,0.00389
15:21:15,12/7/2024,FRI,99.90,24.50,25.61,227.76,239.35,0.031,0.00408
15:21:15,12/7/2024,FRI,99.90,24.50,25.61,227.73,239.33,0.031,0.00395
15:21:15,12/7/2024,FRI,99.90,24.50,25.61,227.82,239.35,0.031,0.00436
15:21:15,12/7/2024,FRI,99.90,24.60,25.72,228.00,239.53,0.031,0.00497
15:21:16,12/7/2024,FRI,99.90,24.60,25.72,228.05,239.56,0.031,0.00515
15:21:16,12/7/2024,FRI,99.90,24.60,25.72,228.18,239.63,0.031,0.00566
15:21:16,12/7/2024,FRI,99.90,24.60,25.72,228.25,239.73,0.031,0.00588
15:21:16,12/7/2024,FRI,99.90,24.60,25.72,228.24,239.72,0.031,0.00586
15:21:17,12/7/2024,FRI,99.90,24.60,25.72,228.30,239.68,0.031,0.00618
15:21:17,12/7/2024,FRI,99.90,24.60,25.72,228.42,239.75,0.031,0.00660
15:21:17,12/7/2024,FRI,99.90,24.60,25.72,228.51,239.81,0.031,0.00698
15:21:17,12/7/2024,FRI,99.90,24.60,25.72,228.55,239.90,0.031,0.00706
15:21:18,12/7/2024,FRI,99.90,24.60,25.72,228.55,239.98,0.031,0.00699
15:21:18,12/7/2024,FRI,99.90,24.60,25.72,228.57,239.93,0.031,0.00713
15:21:18,12/7/2024,FRI,99.90,24.60,25.72,228.52,239.93,0.031,0.00688
15:21:18,12/7/2024,FRI,99.90,24.60,25.72,228.45,239.84,0.031,0.00666
15:21:19,12/7/2024,FRI,99.90,24.60,25.72,228.39,239.87,0.031,0.00639
15:21:19,12/7/2024,FRI,99.90,24.60,25.72,228.45,239.77,0.031,0.00676
15:21:19,12/7/2024,FRI,99.90,24.60,25.72,228.35,239.79,0.031,0.00625
15:21:19,12/7/2024,FRI,99.90,24.50,25.61,228.21,239.76,0.031,0.00569
15:21:20,12/7/2024,FRI,99.90,24.50,25.61,228.09,239.63,0.031,0.00527
15:21:20,12/7/2024,FRI,99.90,24.50,25.61,228.05,239.61,0.031,0.00514
15:21:20,12/7/2024,FRI,99.90,24.50,25.61,228.09,239.61,0.031,0.00530
15:21:20,12/7/2024,FRI,99.90,24.50,25.61,228.03,239.57,0.031,0.00508
15:21:21,12/7/2024,FRI,99.90,24.50,25.61,228.07,239.55,0.031,0.00528
15:21:21,12/7/2024,FRI,99.90,24.50,25.61,228.11,239.56,0.031,0.00544
15:21:21,12/7/2024,FRI,99.90,24.50,25.61,228.18,239.48,0.031,0.00583
15:21:21,12/7/2024,FRI,99.90,24.50,25.61,228.25,239.49,0.031,0.00615
15:21:22,12/7/2024,FRI,99.90,24.50,25.61,228.23,239.49,0.031,0.00603
15:21:22,12/7/2024,FRI,99.90,24.50,25.61,228.39,239.59,0.031,0.00666
15:21:22,12/7/2024,FRI,99.90,24.50,25.61,228.38,239.77,0.031,0.00642
15:21:22,12/7/2024,FRI,99.90,24.50,25.61,228.23,239.65,0.031,0.00586
15:21:23,12/7/2024,FRI,99.90,24.50,25.61,228.07,239.52,0.031,0.00531
15:21:23,12/7/2024,FRI,99.90,24.50,25.61,228.11,239.60,0.031,0.00539
15:21:23,12/7/2024,FRI,99.90,24.50,25.61,228.11,239.63,0.031,0.00538
15:21:23,12/7/2024,FRI,99.90,24.50,25.61,228.13,239.75,0.031,0.00534
15:21:24,12/7/2024,FRI,99.90,24.50,25.61,228.15,239.83,0.031,0.00533
15:21:24,12/7/2024,FRI,99.90,24.50,25.61,228.09,239.90,0.031,0.00501
15:21:24,12/7/2024,FRI,99.90,24.50,25.61,228.25,239.93,0.031,0.00566
15:21:24,12/7/2024,FRI,99.90,24.50,25.61,228.21,239.80,0.031,0.00562
15:21:25,12/7/2024,FRI,99.90,24.50,25.61,228.22,239.62,0.031,0.00587
15:21:25,12/7/2024,FRI,99.90,24.50,25.61,228.30,239.65,0.031,0.00620
15:21:25,12/7/2024,FRI,99.90,24.50,25.61,228.44,239.73,0.031,0.00675
15:21:25,12/7/2024,FRI,99.90,24.50,25.61,228.46,239.70,0.031,0.00686
15:21:26,12/7/2024,FRI,99.90,24.50,25.61,228.43,239.69,0.031,0.00673
15:21:26,12/7/2024,FRI,99.90,24.50,25.61,228.44,239.67,0.031,0.00680
15:21:26,12/7/2024,FRI,99.90,24.50,25.61,228.28,239.57,0.031,0.00619
15:21:26,12/7/2024,FRI,99.90,24.50,25.61,228.39,239.61,0.031,0.00665
15:21:27,12/7/2024,FRI,99.90,24.50,25.61,228.38,239.68,0.031,0.00651
15:21:27,12/7/2024,FRI,99.90,24.50,25.61,228.48,239.80,0.031,0.00685
15:21:27,12/7/2024,FRI,99.90,24.50,25.61,228.51,239.76,0.031,0.00703
15:21:27,12/7/2024,FRI,99.90,24.60,25.72,228.66,239.89,0.031,0.00756
15:21:28,12/7/2024,FRI,99.90,24.60,25.72,228.54,239.77,0.031,0.00713
15:21:28,12/7/2024,FRI,99.90,24.60,25.72,228.59,239.83,0.031,0.00729
15:21:28,12/7/2024,FRI,99.90,24.60,25.72,228.57,239.74,0.031,0.00733
15:21:28,12/7/2024,FRI,99.90,24.60,25.72,228.64,239.74,0.031,0.00761
15:21:29,12/7/2024,FRI,99.90,24.60,25.72,228.68,239.75,0.031,0.00778
15:21:29,12/7/2024,FRI,99.90,24.60,25.72,228.73,239.77,0.031,0.00800
15:21:29,12/7/2024,FRI,99.90,24.60,25.72,228.75,239.73,0.031,0.00812
15:21:29,12/7/2024,FRI,99.90,24.60,25.72,228.64,239.61,0.031,0.00776
15:21:30,12/7/2024,FRI,99.90,24.60,25.72,228.71,239.73,0.031,0.00793
15:21:30,12/7/2024,FRI,99.90,24.60,25.72,228.66,239.68,0.031,0.00777
15:21:30,12/7/2024,FRI,99.90,24.60,25.72,228.73,239.70,0.031,0.00804
15:21:30,12/7/2024,FRI,99.90,24.60,25.72,228.67,239.63,0.031,0.00786
15:21:31,12/7/2024,FRI,99.90,24.60,25.72,228.74,239.74,0.031,0.00807
15:21:31,12/7/2024,FRI,99.90,24.60,25.72,228.73,239.73,0.031,0.00802
15:21:31,12/7/2024,FRI,99.90,24.60,25.72,228.79,239.84,0.031,0.00821
15:21:31,12/7/2024,FRI,99.90,24.50,25.61,228.62,239.77,0.031,0.00751
15:21:32,12/7/2024,FRI,99.90,24.50,25.61,228.57,239.75,0.031,0.00731
15:21:32,12/7/2024,FRI,99.90,24.50,25.61,228.52,239.82,0.031,0.00701
15:21:32,12/7/2024,FRI,99.90,24.50,25.61,228.43,239.71,0.031,0.00673
15:21:32,12/7/2024,FRI,99.90,24.50,25.61,228.47,239.69,0.031,0.00690
15:21:33,12/7/2024,FRI,99.90,24.50,25.61,228.43,239.65,0.031,0.00679
15:21:33,12/7/2024,FRI,99.90,24.50,25.61,228.41,239.73,0.031,0.00659
15:21:33,12/7/2024,FRI,99.90,24.50,25.61,228.37,239.64,0.031,0.00651
15:21:33,12/7/2024,FRI,99.90,24.50,25.61,228.29,239.68,0.031,0.00610
15:21:34,12/7/2024,FRI,99.90,24.50,25.61,228.25,239.59,0.031,0.00602
15:21:34,12/7/2024,FRI,99.90,24.50,25.61,228.37,239.68,0.031,0.00649
15:21:34,12/7/2024,FRI,99.90,24.50,25.61,228.35,239.70,0.031,0.00636
15:21:34,12/7/2024,FRI,99.90,24.50,25.61,228.44,239.71,0.031,0.00675
15:21:35,12/7/2024,FRI,99.90,24.50,25.61,228.45,239.73,0.031,0.00677
15:21:35,12/7/2024,FRI,99.90,24.50,25.61,228.49,239.84,0.031,0.00683
15:21:35,12/7/2024,FRI,99.90,24.50,25.61,228.49,239.91,0.031,0.00677
15:21:35,12/7/2024,FRI,99.90,24.50,25.61,228.41,239.77,0.031,0.00656
15:21:36,12/7/2024,FRI,99.90,24.50,25.61,228.29,239.78,0.031,0.00600
15:21:36,12/7/2024,FRI,99.90,24.50,25.61,228.35,239.70,0.031,0.00635
15:21:36,12/7/2024,FRI,99.90,24.50,25.61,228.28,239.76,0.031,0.00599
15:21:36,12/7/2024,FRI,99.90,24.50,25.61,228.21,239.68,0.031,0.00578
15:21:37,12/7/2024,FRI,99.90,24.50,25.61,228.17,239.67,0.031,0.00557
15:21:37,12/7/2024,FRI,99.90,24.50,25.61,228.07,239.65,0.031,0.00516
15:21:37,12/7/2024,FRI,99.90,24.50,25.61,228.13,239.68,0.031,0.00542
15:21:37,12/7/2024,FRI,99.90,24.50,25.61,227.94,239.52,0.031,0.00472
15:21:38,12/7/2024,FRI,99.90,24.50,25.61,227.86,239.53,0.031,0.00435
15:21:38,12/7/2024,FRI,99.90,24.50,25.61,227.93,239.62,0.031,0.00457
15:21:38,12/7/2024,FRI,99.90,24.50,25.61,228.14,239.78,0.031,0.00533
15:21:38,12/7/2024,FRI,99.90,24.50,25.61,228.17,239.86,0.031,0.00540
15:21:39,12/7/2024,FRI,99.90,24.50,25.61,228.22,239.92,0.031,0.00555
15:21:39,12/7/2024,FRI,99.90,24.50,25.61,228.07,239.85,0.031,0.00498
15:21:39,12/7/2024,FRI,99.90,24.50,25.61,228.12,239.84,0.031,0.00518
15:21:39,12/7/2024,FRI,99.90,24.50,25.61,228.10,239.80,0.031,0.00514
15:21:40,12/7/2024,FRI,99.90,24.50,25.61,228.04,239.76,0.031,0.00492
15:21:40,12/7/2024,FRI,99.90,24.50,25.61,228.04,239.75,0.031,0.00491
15:21:40,12/7/2024,FRI,99.90,24.50,25.61,228.09,239.75,0.031,0.00514
15:21:40,12/7/2024,FRI,99.90,24.50,25.61,228.12,239.63,0.031,0.00542
15:21:41,12/7/2024,FRI,99.90,24.50,25.61,227.97,239.49,0.031,0.00489
15:21:41,12/7/2024,FRI,99.90,24.50,25.61,227.97,239.48,0.031,0.00490
15:21:41,12/7/2024,FRI,99.90,24.50,25.61,228.06,239.42,0.031,0.00534
15:21:41,12/7/2024,FRI,99.90,24.50,25.61,228.22,239.51,0.031,0.00596
15:21:42,12/7/2024,FRI,99.90,24.50,25.61,228.30,239.57,0.031,0.00628
15:21:42,12/7/2024,FRI,99.90,24.50,25.61,228.42,239.68,0.031,0.00669
15:21:42,12/7/2024,FRI,99.90,24.50,25.61,228.40,239.68,0.031,0.00659
15:21:42,12/7/2024,FRI,99.90,24.50,25.61,228.51,239.86,0.031,0.00690
15:21:43,12/7/2024,FRI,99.90,24.50,25.61,228.50,239.90,0.031,0.00681
15:21:43,12/7/2024,FRI,99.90,24.50,25.61,228.49,240.05,0.031,0.00664
15:21:43,12/7/2024,FRI,99.90,24.50,25.61,228.55,240.07,0.031,0.00686
15:21:43,12/7/2024,FRI,99.90,24.60,25.72,228.45,240.04,0.031,0.00646
15:21:44,12/7/2024,FRI,99.90,24.60,25.72,228.43,240.02,0.031,0.00639
15:21:44,12/7/2024,FRI,99.90,24.60,25.72,228.42,240.11,0.031,0.00625
15:21:44,12/7/2024,FRI,99.90,24.60,25.72,228.38,240.04,0.031,0.00615
15:21:44,12/7/2024,FRI,99.90,24.60,25.72,228.38,240.05,0.031,0.00612
15:21:45,12/7/2024,FRI,99.90,24.60,25.72,228.35,240.04,0.031,0.00603
15:21:45,12/7/2024,FRI,99.90,24.60,25.72,228.22,239.84,0.031,0.00563
15:21:45,12/7/2024,FRI,99.90,24.60,25.72,228.29,239.94,0.031,0.00586
15:21:45,12/7/2024,FRI,99.90,24.50,25.61,228.23,239.86,0.031,0.00568
15:21:46,12/7/2024,FRI,99.90,24.50,25.61,228.29,239.95,0.031,0.00585
15:21:46,12/7/2024,FRI,99.90,24.50,25.61,228.31,239.86,0.031,0.00601
15:21:46,12/7/2024,FRI,99.90,24.50,25.61,228.26,239.77,0.031,0.00590
15:21:46,12/7/2024,FRI,99.90,24.50,25.61,228.06,239.57,0.031,0.00520
15:21:47,12/7/2024,FRI,99.90,24.50,25.61,227.93,239.48,0.031,0.00470
15:21:47,12/7/2024,FRI,99.90,24.50,25.61,227.87,239.48,0.031,0.00444
15:21:47,12/7/2024,FRI,99.90,24.50,25.61,227.90,239.53,0.031,0.00453
15:21:47,12/7/2024,FRI,99.90,24.50,25.61,227.90,239.54,0.031,0.00453
15:21:48,12/7/2024,FRI,99.90,24.50,25.61,227.88,239.42,0.031,0.00456
15:21:48,12/7/2024,FRI,99.90,24.50,25.61,227.90,239.43,0.031,0.00464
15:21:48,12/7/2024,FRI,99.90,24.50,25.61,227.86,239.48,0.031,0.00440
15:21:48,12/7/2024,FRI,99.90,24.50,25.61,227.90,239.58,0.031,0.00447
15:21:49,12/7/2024,FRI,99.90,24.50,25.61,227.95,239.70,0.031,0.00459
15:21:49,12/7/2024,FRI,99.90,24.50,25.61,228.15,239.83,0.031,0.00531
15:21:49,12/7/2024,FRI,99.90,24.50,25.61,228.19,239.85,0.031,0.00550
15:21:49,12/7/2024,FRI,99.90,24.50,25.61,228.15,239.80,0.031,0.00535
15:21:50,12/7/2024,FRI,99.90,24.50,25.61,228.18,239.81,0.031,0.00549
15:21:50,12/7/2024,FRI,99.90,24.50,25.61,228.25,239.87,0.031,0.00576
15:21:50,12/7/2024,FRI,99.90,24.50,25.61,228.26,239.83,0.031,0.00582
15:21:50,12/7/2024,FRI,99.90,24.50,25.61,228.33,239.87,0.031,0.00611
15:21:51,12/7/2024,FRI,99.90,24.50,25.61,228.32,239.77,0.031,0.00616
15:21:51,12/7/2024,FRI,99.90,24.50,25.61,228.34,239.77,0.031,0.00626
15:21:51,12/7/2024,FRI,99.90,24.50,25.61,228.20,239.65,0.031,0.00572
15:21:51,12/7/2024,FRI,99.90,24.50,25.61,228.21,239.68,0.031,0.00576
15:21:52,12/7/2024,FRI,99.90,24.50,25.61,228.30,239.75,0.031,0.00608
15:21:52,12/7/2024,FRI,99.90,24.50,25.61,228.23,239.66,0.031,0.00584
15:21:52,12/7/2024,FRI,99.90,24.50,25.61,228.23,239.68,0.031,0.00585
15:21:52,12/7/2024,FRI,99.90,24.50,25.61,228.18,239.58,0.031,0.00571
15:21:53,12/7/2024,FRI,99.90,24.50,25.61,228.07,239.62,0.031,0.00520
15:21:53,12/7/2024,FRI,99.90,24.50,25.61,228.03,239.66,0.031,0.00498
15:21:53,12/7/2024,FRI,99.90,24.50,25.61,228.02,239.62,0.031,0.00496
15:21:53,12/7/2024,FRI,99.90,24.50,25.61,227.91,239.50,0.031,0.00462
15:21:54,12/7/2024,FRI,99.90,24.50,25.61,227.88,239.50,0.031,0.00446
15:21:54,12/7/2024,FRI,99.90,24.50,25.61,227.81,239.45,0.031,0.00422
15:21:54,12/7/2024,FRI,99.90,24.50,25.61,227.72,239.28,0.031,0.00398
15:21:54,12/7/2024,FRI,99.90,24.50,25.61,227.83,239.25,0.031,0.00450
15:21:55,12/7/2024,FRI,99.90,24.50,25.61,227.70,239.15,0.031,0.00404
15:21:55,12/7/2024,FRI,99.90,24.50,25.61,227.81,239.30,0.031,0.00435
15:21:55,12/7/2024,FRI,99.90,24.50,25.61,227.89,239.31,0.031,0.00468
15:21:55,12/7/2024,FRI,99.90,24.50,25.61,227.89,239.25,0.031,0.00476
15:21:56,12/7/2024,FRI,99.90,24.50,25.61,227.78,239.18,0.031,0.00435
15:21:56,12/7/2024,FRI,99.90,24.50,25.61,227.85,239.26,0.031,0.00457
15:21:56,12/7/2024,FRI,99.90,24.50,25.61,227.96,239.32,0.031,0.00501
15:21:56,12/7/2024,FRI,99.90,24.50,25.61,228.05,239.32,0.031,0.00539
15:21:57,12/7/2024,FRI,99.90,24.50,25.61,228.16,239.48,0.031,0.00572
15:21:57,12/7/2024,FRI,99.90,24.50,25.61,228.28,239.62,0.031,0.00612
15:21:57,12/7/2024,FRI,99.90,24.50,25.61,228.37,239.65,0.031,0.00652
15:21:57,12/7/2024,FRI,99.90,24.50,25.61,228.36,239.63,0.031,0.00648
15:21:58,12/7/2024,FRI,99.90,24.50,25.61,228.24,239.59,0.031,0.00599
15:21:58,12/7/2024,FRI,99.90,24.50,25.61,228.25,239.57,0.031,0.00607
15:21:58,12/7/2024,FRI,99.90,24.50,25.61,228.29,239.69,0.031,0.00610
15:21:58,12/7/2024,FRI,99.90,24.50,25.61,228.25,239.64,0.031,0.00596
15:21:59,12/7/2024,FRI,99.90,24.50,25.61,228.18,239.55,0.031,0.00577
15:21:59,12/7/2024,FRI,99.90,24.50,25.61,228.14,239.52,0.031,0.00561
15:21:59,12/7/2024,FRI,99.90,24.50,25.61,227.99,239.42,0.031,0.00502
15:21:59,12/7/2024,FRI,99.90,24.50,25.61,227.99,239.48,0.031,0.00499
15:22:0,12/7/2024,FRI,99.90,24.50,25.61,227.95,239.49,0.031,0.00478
15:22:0,12/7/2024,FRI,99.90,24.50,25.61,227.88,239.43,0.031,0.00453
15:22:0,12/7/2024,FRI,99.90,24.50,25.61,228.05,239.48,0.031,0.00525
15:22:0,12/7/2024,FRI,99.90,24.50,25.61,227.90,239.42,0.031,0.00464
15:22:1,12/7/2024,FRI,99.90,24.50,25.61,227.90,239.33,0.031,0.00473
15:22:1,12/7/2024,FRI,99.90,24.50,25.61,227.92,239.35,0.031,0.00477
15:22:1,12/7/2024,FRI,99.90,24.50,25.61,228.02,239.43,0.031,0.00517
15:22:1,12/7/2024,FRI,99.90,24.50,25.61,228.03,239.46,0.031,0.00516
15:22:2,12/7/2024,FRI,99.90,24.50,25.61,228.15,239.52,0.031,0.00566
15:22:2,12/7/2024,FRI,99.90,24.50,25.61,228.05,239.47,0.031,0.00525
15:22:2,12/7/2024,FRI,99.90,24.50,25.61,228.12,239.49,0.031,0.00554
15:22:2,12/7/2024,FRI,99.90,24.50,25.61,228.22,239.52,0.031,0.00596
15:22:3,12/7/2024,FRI,99.90,24.50,25.61,228.12,239.39,0.031,0.00566
15:22:3,12/7/2024,FRI,99.90,24.50,25.61,228.16,239.36,0.031,0.00588
15:22:3,12/7/2024,FRI,99.90,24.50,25.61,228.19,239.37,0.031,0.00598
15:22:3,12/7/2024,FRI,99.90,24.60,25.72,228.28,239.51,0.031,0.00623
15:22:4,12/7/2024,FRI,99.90,24.60,25.72,228.29,239.50,0.031,0.00630
15:22:4,12/7/2024,FRI,99.90,24.60,25.72,228.30,239.61,0.031,0.00621
15:22:4,12/7/2024,FRI,99.90,24.60,25.72,228.28,239.65,0.031,0.00608
15:22:4,12/7/2024,FRI,99.90,24.60,25.72,228.30,239.61,0.031,0.00624
15:22:5,12/7/2024,FRI,99.90,24.60,25.72,228.35,239.54,0.031,0.00652
15:22:5,12/7/2024,FRI,99.90,24.60,25.72,228.29,239.58,0.031,0.00624
